Date&Time(GMT),"Value of hourly average sea water temperature measured at depth 11.6 m, 2km from shore line (Hadera) - degrees Celsius",
31/12/1995 9:00,19.01,
31/12/1995 10:00,19.02,
31/12/1995 11:00,19.03,
31/12/1995 12:00,19.04,
31/12/1995 13:00,19.05,
31/12/1995 14:00,19.06,
31/12/1995 15:00,19.08,
31/12/1995 16:00,19.13,
31/12/1995 17:00,19.12,
31/12/1995 18:00,19.10,
31/12/1995 19:00,19.08,
31/12/1995 20:00,19.07,
31/12/1995 21:00,19.06,
31/12/1995 22:00,19.05,
31/12/1995 23:00,19.04,
1/1/1996 0:00,19.05,
1/1/1996 1:00,19.05,
1/1/1996 2:00,19.06,
1/1/1996 3:00,19.06,
1/1/1996 4:00,18.98,
1/1/1996 5:00,18.92,
1/1/1996 6:00,18.89,
1/1/1996 7:00,18.88,
1/1/1996 8:00,18.85,
1/1/1996 9:00,18.84,
1/1/1996 10:00,18.84,
1/1/1996 11:00,18.84,
1/1/1996 12:00,18.84,
1/1/1996 13:00,18.84,
1/1/1996 14:00,18.83,
1/1/1996 15:00,18.82,
1/1/1996 16:00,18.83,
1/1/1996 17:00,18.84,
1/1/1996 18:00,18.84,
1/1/1996 19:00,18.85,
1/1/1996 20:00,18.86,
1/1/1996 21:00,18.85,
1/1/1996 22:00,18.85,
1/1/1996 23:00,18.84,
2/1/1996 0:00,18.85,
2/1/1996 1:00,18.85,
2/1/1996 2:00,18.87,
2/1/1996 3:00,18.87,
2/1/1996 4:00,18.87,
2/1/1996 5:00,18.86,
2/1/1996 6:00,18.86,
2/1/1996 7:00,18.86,
2/1/1996 8:00,18.85,
2/1/1996 9:00,18.87,
2/1/1996 10:00,18.88,
2/1/1996 11:00,18.87,
2/1/1996 12:00,18.87,
2/1/1996 13:00,18.87,
2/1/1996 14:00,18.86,
2/1/1996 15:00,18.86,
2/1/1996 16:00,18.86,
2/1/1996 17:00,18.85,
2/1/1996 18:00,18.85,
2/1/1996 19:00,18.85,
2/1/1996 20:00,18.85,
2/1/1996 21:00,18.85,
2/1/1996 22:00,18.85,
2/1/1996 23:00,18.84,
3/1/1996 0:00,18.84,
3/1/1996 1:00,18.82,
3/1/1996 2:00,18.79,
3/1/1996 3:00,18.77,
3/1/1996 4:00,18.74,
3/1/1996 5:00,18.73,
3/1/1996 6:00,18.73,
3/1/1996 7:00,18.73,
3/1/1996 8:00,18.74,
3/1/1996 9:00,18.75,
3/1/1996 10:00,18.75,
3/1/1996 11:00,18.76,
3/1/1996 12:00,18.81,
3/1/1996 13:00,18.83,
3/1/1996 14:00,18.83,
3/1/1996 15:00,18.80,
3/1/1996 16:00,18.78,
3/1/1996 17:00,18.78,
3/1/1996 18:00,18.79,
3/1/1996 19:00,18.78,
3/1/1996 20:00,18.76,
3/1/1996 21:00,18.75,
3/1/1996 22:00,18.74,
3/1/1996 23:00,18.72,
4/1/1996 0:00,18.70,
4/1/1996 1:00,18.64,
4/1/1996 2:00,18.61,
4/1/1996 3:00,18.62,
4/1/1996 4:00,18.63,
4/1/1996 5:00,18.64,
4/1/1996 6:00,18.62,
4/1/1996 7:00,18.61,
4/1/1996 8:00,18.64,
4/1/1996 9:00,18.69,
4/1/1996 10:00,18.72,
4/1/1996 11:00,18.73,
4/1/1996 12:00,18.70,
4/1/1996 13:00,18.64,
4/1/1996 14:00,18.62,
4/1/1996 15:00,18.64,
4/1/1996 16:00,18.64,
4/1/1996 17:00,18.62,
4/1/1996 18:00,18.60,
4/1/1996 19:00,18.60,
4/1/1996 20:00,18.61,
4/1/1996 21:00,18.61,
4/1/1996 22:00,18.59,
4/1/1996 23:00,18.58,
5/1/1996 0:00,18.56,
5/1/1996 1:00,18.54,
5/1/1996 2:00,18.50,
5/1/1996 3:00,18.51,
5/1/1996 4:00,18.54,
5/1/1996 5:00,18.56,
5/1/1996 6:00,18.57,
5/1/1996 7:00,18.57,
5/1/1996 8:00,18.57,
5/1/1996 9:00,18.56,
5/1/1996 10:00,18.57,
5/1/1996 11:00,18.57,
5/1/1996 12:00,18.57,
5/1/1996 13:00,18.56,
5/1/1996 14:00,18.57,
5/1/1996 15:00,18.59,
5/1/1996 16:00,18.60,
5/1/1996 17:00,18.60,
5/1/1996 18:00,18.59,
5/1/1996 19:00,18.57,
5/1/1996 20:00,18.55,
5/1/1996 21:00,18.52,
5/1/1996 22:00,,
5/1/1996 23:00,,
6/1/1996 0:00,,
6/1/1996 1:00,,
6/1/1996 2:00,,
6/1/1996 3:00,,
6/1/1996 4:00,,
6/1/1996 5:00,,
6/1/1996 6:00,,
6/1/1996 7:00,,
6/1/1996 8:00,,
6/1/1996 9:00,,
6/1/1996 10:00,,
6/1/1996 11:00,,
6/1/1996 12:00,,
6/1/1996 13:00,,
6/1/1996 14:00,,
6/1/1996 15:00,,
6/1/1996 16:00,,
6/1/1996 17:00,,
6/1/1996 18:00,,
6/1/1996 19:00,,
6/1/1996 20:00,,
6/1/1996 21:00,,
6/1/1996 22:00,,
6/1/1996 23:00,,
7/1/1996 0:00,,
7/1/1996 1:00,,
7/1/1996 2:00,,
7/1/1996 3:00,,
7/1/1996 4:00,,
7/1/1996 5:00,,
7/1/1996 6:00,,
7/1/1996 7:00,18.24,
7/1/1996 8:00,18.22,
7/1/1996 9:00,18.35,
7/1/1996 10:00,18.44,
7/1/1996 11:00,18.51,
7/1/1996 12:00,18.59,
7/1/1996 13:00,18.63,
7/1/1996 14:00,18.65,
7/1/1996 15:00,18.66,
7/1/1996 16:00,18.66,
7/1/1996 17:00,18.66,
7/1/1996 18:00,18.65,
7/1/1996 19:00,18.62,
7/1/1996 20:00,,
7/1/1996 21:00,,
7/1/1996 22:00,,
7/1/1996 23:00,,
8/1/1996 0:00,,
8/1/1996 1:00,,
8/1/1996 2:00,,
8/1/1996 3:00,,
8/1/1996 4:00,,
8/1/1996 5:00,,
8/1/1996 6:00,,
8/1/1996 7:00,,
8/1/1996 8:00,,
8/1/1996 9:00,,
8/1/1996 10:00,,
8/1/1996 11:00,,
8/1/1996 12:00,,
8/1/1996 13:00,,
8/1/1996 14:00,,
8/1/1996 15:00,,
8/1/1996 16:00,,
8/1/1996 17:00,,
8/1/1996 18:00,,
8/1/1996 19:00,,
8/1/1996 20:00,,
8/1/1996 21:00,,
8/1/1996 22:00,,
8/1/1996 23:00,,
9/1/1996 0:00,,
9/1/1996 1:00,,
9/1/1996 2:00,,
9/1/1996 3:00,,
9/1/1996 4:00,,
9/1/1996 5:00,,
9/1/1996 6:00,,
9/1/1996 7:00,,
9/1/1996 8:00,,
9/1/1996 9:00,,
9/1/1996 10:00,,
9/1/1996 11:00,18.36,
9/1/1996 12:00,18.35,
9/1/1996 13:00,18.38,
9/1/1996 14:00,18.39,
9/1/1996 15:00,18.38,
9/1/1996 16:00,18.36,
9/1/1996 17:00,18.32,
9/1/1996 18:00,18.27,
9/1/1996 19:00,18.20,
9/1/1996 20:00,18.15,
9/1/1996 21:00,18.12,
9/1/1996 22:00,18.00,
9/1/1996 23:00,17.96,
10/1/1996 0:00,17.98,
10/1/1996 1:00,18.01,
10/1/1996 2:00,18.06,
10/1/1996 3:00,18.15,
10/1/1996 4:00,18.19,
10/1/1996 5:00,18.21,
10/1/1996 6:00,18.19,
10/1/1996 7:00,18.23,
10/1/1996 8:00,18.29,
10/1/1996 9:00,18.34,
10/1/1996 10:00,18.35,
10/1/1996 11:00,18.34,
10/1/1996 12:00,18.33,
10/1/1996 13:00,18.42,
10/1/1996 14:00,18.49,
10/1/1996 15:00,18.53,
10/1/1996 16:00,18.55,
10/1/1996 17:00,18.56,
10/1/1996 18:00,18.55,
10/1/1996 19:00,18.54,
10/1/1996 20:00,18.52,
10/1/1996 21:00,18.53,
10/1/1996 22:00,18.54,
10/1/1996 23:00,18.53,
11/1/1996 0:00,18.52,
11/1/1996 1:00,18.48,
11/1/1996 2:00,18.47,
11/1/1996 3:00,18.44,
11/1/1996 4:00,18.30,
11/1/1996 5:00,18.22,
11/1/1996 6:00,18.24,
11/1/1996 7:00,18.26,
11/1/1996 8:00,18.26,
11/1/1996 9:00,18.24,
11/1/1996 10:00,18.21,
11/1/1996 11:00,18.23,
11/1/1996 12:00,18.27,
11/1/1996 13:00,18.28,
11/1/1996 14:00,18.33,
11/1/1996 15:00,18.34,
11/1/1996 16:00,18.37,
11/1/1996 17:00,18.35,
11/1/1996 18:00,18.31,
11/1/1996 19:00,18.29,
11/1/1996 20:00,18.28,
11/1/1996 21:00,18.27,
11/1/1996 22:00,18.27,
11/1/1996 23:00,18.27,
12/1/1996 0:00,18.27,
12/1/1996 1:00,18.28,
12/1/1996 2:00,18.28,
12/1/1996 3:00,18.28,
12/1/1996 4:00,18.28,
12/1/1996 5:00,18.28,
12/1/1996 6:00,18.28,
12/1/1996 7:00,18.29,
12/1/1996 8:00,18.31,
12/1/1996 9:00,18.32,
12/1/1996 10:00,18.35,
12/1/1996 11:00,18.38,
12/1/1996 12:00,18.42,
12/1/1996 13:00,18.42,
12/1/1996 14:00,18.48,
12/1/1996 15:00,18.57,
12/1/1996 16:00,18.58,
12/1/1996 17:00,18.59,
12/1/1996 18:00,18.58,
12/1/1996 19:00,18.56,
12/1/1996 20:00,18.53,
12/1/1996 21:00,18.50,
12/1/1996 22:00,18.47,
12/1/1996 23:00,18.46,
13/1/1996 0:00,18.45,
13/1/1996 1:00,18.44,
13/1/1996 2:00,18.42,
13/1/1996 3:00,18.40,
13/1/1996 4:00,18.38,
13/1/1996 5:00,18.35,
13/1/1996 6:00,18.32,
13/1/1996 7:00,18.29,
13/1/1996 8:00,18.27,
13/1/1996 9:00,18.27,
13/1/1996 10:00,18.29,
13/1/1996 11:00,18.30,
13/1/1996 12:00,18.32,
13/1/1996 13:00,18.33,
13/1/1996 14:00,18.29,
13/1/1996 15:00,18.21,
13/1/1996 16:00,18.16,
13/1/1996 17:00,18.16,
13/1/1996 18:00,18.18,
13/1/1996 19:00,18.16,
13/1/1996 20:00,18.16,
13/1/1996 21:00,18.17,
13/1/1996 22:00,18.14,
13/1/1996 23:00,18.11,
14/1/1996 0:00,18.13,
14/1/1996 1:00,18.15,
14/1/1996 2:00,18.15,
14/1/1996 3:00,18.13,
14/1/1996 4:00,18.13,
14/1/1996 5:00,18.08,
14/1/1996 6:00,18.01,
14/1/1996 7:00,17.96,
14/1/1996 8:00,17.95,
14/1/1996 9:00,17.98,
14/1/1996 10:00,18.02,
14/1/1996 11:00,18.06,
14/1/1996 12:00,18.05,
14/1/1996 13:00,18.03,
14/1/1996 14:00,18.03,
14/1/1996 15:00,18.06,
14/1/1996 16:00,18.12,
14/1/1996 17:00,18.19,
14/1/1996 18:00,18.24,
14/1/1996 19:00,18.28,
14/1/1996 20:00,18.31,
14/1/1996 21:00,18.32,
14/1/1996 22:00,18.31,
14/1/1996 23:00,18.29,
15/1/1996 0:00,18.28,
15/1/1996 1:00,18.28,
15/1/1996 2:00,18.27,
15/1/1996 3:00,18.27,
15/1/1996 4:00,18.28,
15/1/1996 5:00,18.28,
15/1/1996 6:00,18.28,
15/1/1996 7:00,18.28,
15/1/1996 8:00,18.28,
15/1/1996 9:00,18.29,
15/1/1996 10:00,,
15/1/1996 11:00,,
15/1/1996 12:00,,
15/1/1996 13:00,,
15/1/1996 14:00,,
15/1/1996 15:00,,
15/1/1996 16:00,,
15/1/1996 17:00,,
15/1/1996 18:00,,
15/1/1996 19:00,,
15/1/1996 20:00,,
15/1/1996 21:00,,
15/1/1996 22:00,,
15/1/1996 23:00,,
16/1/1996 0:00,,
16/1/1996 1:00,,
16/1/1996 2:00,,
16/1/1996 3:00,,
16/1/1996 4:00,,
16/1/1996 5:00,,
16/1/1996 6:00,,
16/1/1996 7:00,,
16/1/1996 8:00,,
16/1/1996 9:00,,
16/1/1996 10:00,,
16/1/1996 11:00,,
16/1/1996 12:00,,
16/1/1996 13:00,,
16/1/1996 14:00,,
16/1/1996 15:00,,
16/1/1996 16:00,,
16/1/1996 17:00,,
16/1/1996 18:00,,
16/1/1996 19:00,,
16/1/1996 20:00,,
16/1/1996 21:00,,
16/1/1996 22:00,,
16/1/1996 23:00,,
17/1/1996 0:00,,
17/1/1996 1:00,,
17/1/1996 2:00,,
17/1/1996 3:00,,
17/1/1996 4:00,,
17/1/1996 5:00,,
17/1/1996 6:00,,
17/1/1996 7:00,,
17/1/1996 8:00,,
17/1/1996 9:00,,
17/1/1996 10:00,,
17/1/1996 11:00,,
17/1/1996 12:00,17.93,
17/1/1996 13:00,17.93,
17/1/1996 14:00,17.92,
17/1/1996 15:00,17.93,
17/1/1996 16:00,17.94,
17/1/1996 17:00,17.95,
17/1/1996 18:00,17.95,
17/1/1996 19:00,17.98,
17/1/1996 20:00,18.00,
17/1/1996 21:00,18.02,
17/1/1996 22:00,18.03,
17/1/1996 23:00,18.01,
18/1/1996 0:00,18.02,
18/1/1996 1:00,18.05,
18/1/1996 2:00,18.04,
18/1/1996 3:00,18.02,
18/1/1996 4:00,18.00,
18/1/1996 5:00,17.97,
18/1/1996 6:00,17.95,
18/1/1996 7:00,17.93,
18/1/1996 8:00,17.93,
18/1/1996 9:00,17.88,
18/1/1996 10:00,17.80,
18/1/1996 11:00,17.84,
18/1/1996 12:00,17.87,
18/1/1996 13:00,17.90,
18/1/1996 14:00,17.96,
18/1/1996 15:00,17.96,
18/1/1996 16:00,17.94,
18/1/1996 17:00,17.94,
18/1/1996 18:00,17.91,
18/1/1996 19:00,17.89,
18/1/1996 20:00,17.91,
18/1/1996 21:00,17.94,
18/1/1996 22:00,17.97,
18/1/1996 23:00,17.99,
19/1/1996 0:00,17.98,
19/1/1996 1:00,17.95,
19/1/1996 2:00,17.86,
19/1/1996 3:00,17.79,
19/1/1996 4:00,17.65,
19/1/1996 5:00,17.50,
19/1/1996 6:00,17.46,
19/1/1996 7:00,17.55,
19/1/1996 8:00,17.65,
19/1/1996 9:00,17.65,
19/1/1996 10:00,17.62,
19/1/1996 11:00,17.62,
19/1/1996 12:00,17.66,
19/1/1996 13:00,17.52,
19/1/1996 14:00,17.39,
19/1/1996 15:00,17.22,
19/1/1996 16:00,17.22,
19/1/1996 17:00,17.23,
19/1/1996 18:00,17.30,
19/1/1996 19:00,17.34,
19/1/1996 20:00,17.36,
19/1/1996 21:00,17.40,
19/1/1996 22:00,17.42,
19/1/1996 23:00,17.47,
20/1/1996 0:00,17.51,
20/1/1996 1:00,17.54,
20/1/1996 2:00,17.57,
20/1/1996 3:00,17.57,
20/1/1996 4:00,17.51,
20/1/1996 5:00,17.49,
20/1/1996 6:00,17.50,
20/1/1996 7:00,17.49,
20/1/1996 8:00,17.48,
20/1/1996 9:00,17.47,
20/1/1996 10:00,17.49,
20/1/1996 11:00,17.47,
20/1/1996 12:00,17.43,
20/1/1996 13:00,17.45,
20/1/1996 14:00,17.35,
20/1/1996 15:00,17.26,
20/1/1996 16:00,17.30,
20/1/1996 17:00,17.36,
20/1/1996 18:00,17.37,
20/1/1996 19:00,17.39,
20/1/1996 20:00,17.42,
20/1/1996 21:00,17.44,
20/1/1996 22:00,17.44,
20/1/1996 23:00,17.43,
21/1/1996 0:00,17.41,
21/1/1996 1:00,17.40,
21/1/1996 2:00,17.39,
21/1/1996 3:00,17.37,
21/1/1996 4:00,17.28,
21/1/1996 5:00,17.28,
21/1/1996 6:00,17.28,
21/1/1996 7:00,17.26,
21/1/1996 8:00,17.31,
21/1/1996 9:00,17.47,
21/1/1996 10:00,17.52,
21/1/1996 11:00,17.52,
21/1/1996 12:00,17.49,
21/1/1996 13:00,17.44,
21/1/1996 14:00,17.38,
21/1/1996 15:00,17.15,
21/1/1996 16:00,17.06,
21/1/1996 17:00,17.00,
21/1/1996 18:00,16.96,
21/1/1996 19:00,17.07,
21/1/1996 20:00,17.18,
21/1/1996 21:00,17.22,
21/1/1996 22:00,17.17,
21/1/1996 23:00,17.13,
22/1/1996 0:00,17.14,
22/1/1996 1:00,17.18,
22/1/1996 2:00,17.18,
22/1/1996 3:00,17.15,
22/1/1996 4:00,17.12,
22/1/1996 5:00,17.27,
22/1/1996 6:00,17.31,
22/1/1996 7:00,17.28,
22/1/1996 8:00,17.18,
22/1/1996 9:00,17.20,
22/1/1996 10:00,17.25,
22/1/1996 11:00,17.30,
22/1/1996 12:00,17.33,
22/1/1996 13:00,17.38,
22/1/1996 14:00,17.40,
22/1/1996 15:00,17.40,
22/1/1996 16:00,17.53,
22/1/1996 17:00,17.62,
22/1/1996 18:00,17.66,
22/1/1996 19:00,17.68,
22/1/1996 20:00,17.71,
22/1/1996 21:00,17.71,
22/1/1996 22:00,17.70,
22/1/1996 23:00,17.69,
23/1/1996 0:00,17.67,
23/1/1996 1:00,17.63,
23/1/1996 2:00,17.59,
23/1/1996 3:00,17.55,
23/1/1996 4:00,17.48,
23/1/1996 5:00,17.45,
23/1/1996 6:00,17.47,
23/1/1996 7:00,17.45,
23/1/1996 8:00,17.44,
23/1/1996 9:00,17.42,
23/1/1996 10:00,17.41,
23/1/1996 11:00,17.47,
23/1/1996 12:00,17.56,
23/1/1996 13:00,17.57,
23/1/1996 14:00,17.68,
23/1/1996 15:00,17.69,
23/1/1996 16:00,17.39,
23/1/1996 17:00,17.27,
23/1/1996 18:00,17.29,
23/1/1996 19:00,17.35,
23/1/1996 20:00,17.38,
23/1/1996 21:00,17.46,
23/1/1996 22:00,17.56,
23/1/1996 23:00,17.59,
24/1/1996 0:00,17.61,
24/1/1996 1:00,17.63,
24/1/1996 2:00,17.64,
24/1/1996 3:00,17.68,
24/1/1996 4:00,17.68,
24/1/1996 5:00,17.69,
24/1/1996 6:00,17.69,
24/1/1996 7:00,17.68,
24/1/1996 8:00,17.69,
24/1/1996 9:00,17.69,
24/1/1996 10:00,17.72,
24/1/1996 11:00,17.74,
24/1/1996 12:00,17.76,
24/1/1996 13:00,,
24/1/1996 14:00,,
24/1/1996 15:00,,
24/1/1996 16:00,,
24/1/1996 17:00,,
24/1/1996 18:00,,
24/1/1996 19:00,,
24/1/1996 20:00,,
24/1/1996 21:00,,
24/1/1996 22:00,,
24/1/1996 23:00,,
25/1/1996 0:00,,
25/1/1996 1:00,,
25/1/1996 2:00,,
25/1/1996 3:00,,
25/1/1996 4:00,,
25/1/1996 5:00,,
25/1/1996 6:00,,
25/1/1996 7:00,,
25/1/1996 8:00,,
25/1/1996 9:00,,
25/1/1996 10:00,,
25/1/1996 11:00,,
25/1/1996 12:00,,
25/1/1996 13:00,,
25/1/1996 14:00,,
25/1/1996 15:00,,
25/1/1996 16:00,,
25/1/1996 17:00,,
25/1/1996 18:00,,
25/1/1996 19:00,,
25/1/1996 20:00,,
25/1/1996 21:00,,
25/1/1996 22:00,,
25/1/1996 23:00,,
26/1/1996 0:00,,
26/1/1996 1:00,,
26/1/1996 2:00,,
26/1/1996 3:00,,
26/1/1996 4:00,,
26/1/1996 5:00,,
26/1/1996 6:00,,
26/1/1996 7:00,,
26/1/1996 8:00,,
26/1/1996 9:00,,
26/1/1996 10:00,,
26/1/1996 11:00,,
26/1/1996 12:00,,
26/1/1996 13:00,,
26/1/1996 14:00,,
26/1/1996 15:00,,
26/1/1996 16:00,,
26/1/1996 17:00,,
26/1/1996 18:00,,
26/1/1996 19:00,,
26/1/1996 20:00,,
26/1/1996 21:00,,
26/1/1996 22:00,,
26/1/1996 23:00,,
27/1/1996 0:00,,
27/1/1996 1:00,,
27/1/1996 2:00,,
27/1/1996 3:00,,
27/1/1996 4:00,,
27/1/1996 5:00,,
27/1/1996 6:00,,
27/1/1996 7:00,,
27/1/1996 8:00,,
27/1/1996 9:00,,
27/1/1996 10:00,,
27/1/1996 11:00,,
27/1/1996 12:00,,
27/1/1996 13:00,,
27/1/1996 14:00,,
27/1/1996 15:00,,
27/1/1996 16:00,,
27/1/1996 17:00,,
27/1/1996 18:00,,
27/1/1996 19:00,,
27/1/1996 20:00,,
27/1/1996 21:00,,
27/1/1996 22:00,,
27/1/1996 23:00,,
28/1/1996 0:00,,
28/1/1996 1:00,,
28/1/1996 2:00,,
28/1/1996 3:00,,
28/1/1996 4:00,,
28/1/1996 5:00,,
28/1/1996 6:00,,
28/1/1996 7:00,,
28/1/1996 8:00,,
28/1/1996 9:00,,
28/1/1996 10:00,,
28/1/1996 11:00,,
28/1/1996 12:00,,
28/1/1996 13:00,,
28/1/1996 14:00,,
28/1/1996 15:00,,
28/1/1996 16:00,,
28/1/1996 17:00,,
28/1/1996 18:00,,
28/1/1996 19:00,,
28/1/1996 20:00,,
28/1/1996 21:00,,
28/1/1996 22:00,,
28/1/1996 23:00,,
29/1/1996 0:00,,
29/1/1996 1:00,,
29/1/1996 2:00,,
29/1/1996 3:00,,
29/1/1996 4:00,,
29/1/1996 5:00,,
29/1/1996 6:00,,
29/1/1996 7:00,,
29/1/1996 8:00,,
29/1/1996 9:00,,
29/1/1996 10:00,,
29/1/1996 11:00,,
29/1/1996 12:00,,
29/1/1996 13:00,,
29/1/1996 14:00,,
29/1/1996 15:00,,
29/1/1996 16:00,,
29/1/1996 17:00,,
29/1/1996 18:00,,
29/1/1996 19:00,,
29/1/1996 20:00,,
29/1/1996 21:00,,
29/1/1996 22:00,,
29/1/1996 23:00,,
30/1/1996 0:00,,
30/1/1996 1:00,,
30/1/1996 2:00,,
30/1/1996 3:00,,
30/1/1996 4:00,,
30/1/1996 5:00,,
30/1/1996 6:00,,
30/1/1996 7:00,,
30/1/1996 8:00,,
30/1/1996 9:00,,
30/1/1996 10:00,,
30/1/1996 11:00,,
30/1/1996 12:00,,
30/1/1996 13:00,,
30/1/1996 14:00,,
30/1/1996 15:00,,
30/1/1996 16:00,,
30/1/1996 17:00,,
30/1/1996 18:00,,
30/1/1996 19:00,,
30/1/1996 20:00,,
30/1/1996 21:00,,
30/1/1996 22:00,,
30/1/1996 23:00,,
31/1/1996 0:00,,
31/1/1996 1:00,,
31/1/1996 2:00,,
31/1/1996 3:00,,
31/1/1996 4:00,,
31/1/1996 5:00,,
31/1/1996 6:00,,
31/1/1996 7:00,,
31/1/1996 8:00,,
31/1/1996 9:00,,
31/1/1996 10:00,,
31/1/1996 11:00,,
31/1/1996 12:00,,
31/1/1996 13:00,,
31/1/1996 14:00,,
31/1/1996 15:00,,
31/1/1996 16:00,,
31/1/1996 17:00,,
31/1/1996 18:00,,
31/1/1996 19:00,,
31/1/1996 20:00,,
31/1/1996 21:00,,
31/1/1996 22:00,,
31/1/1996 23:00,,
1/2/1996 0:00,,
1/2/1996 1:00,,
1/2/1996 2:00,,
1/2/1996 3:00,,
1/2/1996 4:00,,
1/2/1996 5:00,,
1/2/1996 6:00,,
1/2/1996 7:00,,
1/2/1996 8:00,,
1/2/1996 9:00,,
1/2/1996 10:00,,
1/2/1996 11:00,,
1/2/1996 12:00,,
1/2/1996 13:00,,
1/2/1996 14:00,,
1/2/1996 15:00,,
1/2/1996 16:00,,
1/2/1996 17:00,,
1/2/1996 18:00,,
1/2/1996 19:00,,
1/2/1996 20:00,,
1/2/1996 21:00,,
1/2/1996 22:00,,
1/2/1996 23:00,,
2/2/1996 0:00,,
2/2/1996 1:00,,
2/2/1996 2:00,,
2/2/1996 3:00,,
2/2/1996 4:00,,
2/2/1996 5:00,,
2/2/1996 6:00,,
2/2/1996 7:00,,
2/2/1996 8:00,,
2/2/1996 9:00,,
2/2/1996 10:00,,
2/2/1996 11:00,,
2/2/1996 12:00,,
2/2/1996 13:00,,
2/2/1996 14:00,,
2/2/1996 15:00,,
2/2/1996 16:00,,
2/2/1996 17:00,,
2/2/1996 18:00,,
2/2/1996 19:00,,
2/2/1996 20:00,,
2/2/1996 21:00,,
2/2/1996 22:00,,
2/2/1996 23:00,,
3/2/1996 0:00,,
3/2/1996 1:00,,
3/2/1996 2:00,,
3/2/1996 3:00,,
3/2/1996 4:00,,
3/2/1996 5:00,,
3/2/1996 6:00,,
3/2/1996 7:00,,
3/2/1996 8:00,,
3/2/1996 9:00,,
3/2/1996 10:00,,
3/2/1996 11:00,,
3/2/1996 12:00,,
3/2/1996 13:00,,
3/2/1996 14:00,,
3/2/1996 15:00,,
3/2/1996 16:00,,
3/2/1996 17:00,,
3/2/1996 18:00,,
3/2/1996 19:00,,
3/2/1996 20:00,,
3/2/1996 21:00,,
3/2/1996 22:00,,
3/2/1996 23:00,,
4/2/1996 0:00,,
4/2/1996 1:00,,
4/2/1996 2:00,,
4/2/1996 3:00,,
4/2/1996 4:00,,
4/2/1996 5:00,,
4/2/1996 6:00,,
4/2/1996 7:00,,
4/2/1996 8:00,,
4/2/1996 9:00,,
4/2/1996 10:00,,
4/2/1996 11:00,,
4/2/1996 12:00,,
4/2/1996 13:00,,
4/2/1996 14:00,,
4/2/1996 15:00,,
4/2/1996 16:00,,
4/2/1996 17:00,,
4/2/1996 18:00,,
4/2/1996 19:00,,
4/2/1996 20:00,,
4/2/1996 21:00,,
4/2/1996 22:00,,
4/2/1996 23:00,,
5/2/1996 0:00,,
5/2/1996 1:00,,
5/2/1996 2:00,,
5/2/1996 3:00,,
5/2/1996 4:00,,
5/2/1996 5:00,,
5/2/1996 6:00,,
5/2/1996 7:00,,
5/2/1996 8:00,,
5/2/1996 9:00,,
5/2/1996 10:00,,
5/2/1996 11:00,,
5/2/1996 12:00,,
5/2/1996 13:00,,
5/2/1996 14:00,,
5/2/1996 15:00,,
5/2/1996 16:00,,
5/2/1996 17:00,,
5/2/1996 18:00,,
5/2/1996 19:00,,
5/2/1996 20:00,,
5/2/1996 21:00,,
5/2/1996 22:00,,
5/2/1996 23:00,,
6/2/1996 0:00,,
6/2/1996 1:00,,
6/2/1996 2:00,,
6/2/1996 3:00,,
6/2/1996 4:00,,
6/2/1996 5:00,,
6/2/1996 6:00,,
6/2/1996 7:00,,
6/2/1996 8:00,,
6/2/1996 9:00,,
6/2/1996 10:00,,
6/2/1996 11:00,,
6/2/1996 12:00,,
6/2/1996 13:00,,
6/2/1996 14:00,,
6/2/1996 15:00,,
6/2/1996 16:00,,
6/2/1996 17:00,,
6/2/1996 18:00,,
6/2/1996 19:00,,
6/2/1996 20:00,,
6/2/1996 21:00,,
6/2/1996 22:00,,
6/2/1996 23:00,,
7/2/1996 0:00,,
7/2/1996 1:00,,
7/2/1996 2:00,,
7/2/1996 3:00,,
7/2/1996 4:00,,
7/2/1996 5:00,,
7/2/1996 6:00,,
7/2/1996 7:00,,
7/2/1996 8:00,,
7/2/1996 9:00,,
7/2/1996 10:00,,
7/2/1996 11:00,,
7/2/1996 12:00,,
7/2/1996 13:00,,
7/2/1996 14:00,,
7/2/1996 15:00,,
7/2/1996 16:00,,
7/2/1996 17:00,,
7/2/1996 18:00,,
7/2/1996 19:00,,
7/2/1996 20:00,,
7/2/1996 21:00,,
7/2/1996 22:00,,
7/2/1996 23:00,,
8/2/1996 0:00,,
8/2/1996 1:00,,
8/2/1996 2:00,,
8/2/1996 3:00,,
8/2/1996 4:00,,
8/2/1996 5:00,,
8/2/1996 6:00,,
8/2/1996 7:00,,
8/2/1996 8:00,,
8/2/1996 9:00,,
8/2/1996 10:00,,
8/2/1996 11:00,,
8/2/1996 12:00,,
8/2/1996 13:00,,
8/2/1996 14:00,,
8/2/1996 15:00,,
8/2/1996 16:00,,
8/2/1996 17:00,,
8/2/1996 18:00,,
8/2/1996 19:00,,
8/2/1996 20:00,,
8/2/1996 21:00,,
8/2/1996 22:00,,
8/2/1996 23:00,,
9/2/1996 0:00,,
9/2/1996 1:00,,
9/2/1996 2:00,,
9/2/1996 3:00,,
9/2/1996 4:00,,
9/2/1996 5:00,,
9/2/1996 6:00,,
9/2/1996 7:00,,
9/2/1996 8:00,,
9/2/1996 9:00,,
9/2/1996 10:00,,
9/2/1996 11:00,,
9/2/1996 12:00,,
9/2/1996 13:00,,
9/2/1996 14:00,,
